time,open,high,low,close,volume
2025-11-30 16:00:00,3028.69,3028.91,3028.51,3028.52,40.5943
2025-11-30 16:01:00,3028.52,3029.04,3028.24,3028.25,200.0486
2025-11-30 16:02:00,3028.25,3031.74,3028.24,3031.74,81.9723
2025-11-30 16:03:00,3031.73,3031.81,3030.6,3030.62,283.2394
2025-11-30 16:04:00,3030.61,3031.54,3030.11,3031.53,65.8798
2025-11-30 16:05:00,3031.54,3032.04,3030.47,3032.04,34.8735
2025-11-30 16:06:00,3032.04,3033.77,3032.04,3033.18,67.9661
2025-11-30 16:07:00,3033.18,3033.18,3030.79,3030.8,53.7257
2025-11-30 16:08:00,3030.8,3032.29,3030.8,3032.29,19.1026
2025-11-30 16:09:00,3032.29,3032.89,3032.28,3032.31,54.0102
2025-11-30 16:10:00,3032.31,3032.88,3032.31,3032.88,22.245
2025-11-30 16:11:00,3032.88,3033.52,3032.87,3033.52,39.8593
2025-11-30 16:12:00,3033.51,3034.09,3033.51,3034.09,25.9924
2025-11-30 16:13:00,3034.09,3035.42,3033.9,3035.33,121.4933
2025-11-30 16:14:00,3035.32,3035.69,3034.32,3035.68,156.9471
2025-11-30 16:15:00,3035.68,3036.41,3035.68,3036.01,110.4338
2025-11-30 16:16:00,3036.01,3036.01,3034.81,3035.96,74.1819
2025-11-30 16:17:00,3035.97,3042.0,3035.97,3040.74,521.1898
2025-11-30 16:18:00,3040.74,3041.44,3040.2,3040.2,238.0169
2025-11-30 16:19:00,3040.21,3040.21,3038.59,3039.55,133.3687
2025-11-30 16:20:00,3039.55,3044.76,3039.55,3044.76,567.7956
2025-11-30 16:21:00,3044.76,3046.43,3043.89,3044.44,609.3334
2025-11-30 16:22:00,3044.44,3046.85,3043.75,3046.0,168.5424
2025-11-30 16:23:00,3046.01,3046.01,3042.12,3042.93,122.383
2025-11-30 16:24:00,3042.92,3043.71,3042.7,3043.11,62.5574
2025-11-30 16:25:00,3043.11,3045.99,3043.11,3045.98,75.2335
2025-11-30 16:26:00,3045.98,3046.22,3044.04,3046.22,97.11
2025-11-30 16:27:00,3046.22,3046.57,3045.19,3046.56,71.3557
2025-11-30 16:28:00,3046.56,3047.0,3044.97,3045.09,73.1072
2025-11-30 16:29:00,3045.09,3046.81,3044.21,3046.65,189.1428
2025-11-30 16:30:00,3046.65,3047.62,3044.88,3045.05,165.114
