time,open,high,low,close,volume
2025-12-31 16:00:00,87953.97,87997.78,87931.27,87967.0,50.21478
2025-12-31 16:01:00,87966.99,88002.0,87934.89,87940.04,26.5615
2025-12-31 16:02:00,87940.05,87963.67,87867.71,87886.94,26.32754
2025-12-31 16:03:00,87886.93,87898.77,87842.0,87898.77,15.96696
2025-12-31 16:04:00,87898.77,87914.8,87868.0,87868.01,6.58888
2025-12-31 16:05:00,87868.01,87895.21,87806.86,87846.0,11.19027
2025-12-31 16:06:00,87846.0,87918.72,87827.91,87918.72,10.42826
2025-12-31 16:07:00,87918.71,87934.6,87838.77,87851.84,19.17791
2025-12-31 16:08:00,87851.85,87865.57,87830.73,87863.62,11.79264
2025-12-31 16:09:00,87863.62,87863.62,87821.99,87852.56,9.73862
2025-12-31 16:10:00,87852.56,87872.0,87846.67,87864.3,11.50359
2025-12-31 16:11:00,87864.3,87908.27,87864.29,87883.97,7.67212
2025-12-31 16:12:00,87883.96,87916.62,87870.24,87897.18,6.21689
2025-12-31 16:13:00,87897.18,87956.63,87897.18,87955.27,10.15335
2025-12-31 16:14:00,87955.27,87955.28,87919.27,87919.27,4.70141
2025-12-31 16:15:00,87919.27,88015.17,87897.77,88008.42,27.67762
2025-12-31 16:16:00,88008.41,88016.0,87996.13,88000.69,4.8537
2025-12-31 16:17:00,88000.69,88053.49,87962.38,88010.01,13.99443
2025-12-31 16:18:00,88010.02,88052.0,88010.01,88016.78,13.9071
2025-12-31 16:19:00,88016.78,88047.68,87934.85,87934.86,16.55349
2025-12-31 16:20:00,87934.86,87980.0,87908.0,87933.73,17.35714
2025-12-31 16:21:00,87933.72,87933.73,87829.0,87859.98,15.69671
2025-12-31 16:22:00,87859.98,87870.99,87800.03,87841.99,16.41323
2025-12-31 16:23:00,87841.99,87873.78,87836.23,87846.99,5.4966
2025-12-31 16:24:00,87846.98,87846.99,87712.0,87760.05,42.20618
2025-12-31 16:25:00,87760.05,87825.66,87693.94,87825.66,19.94309
2025-12-31 16:26:00,87825.65,87920.0,87806.76,87920.0,18.2266
2025-12-31 16:27:00,87920.0,87932.97,87890.06,87896.59,12.18856
2025-12-31 16:28:00,87896.59,87936.02,87887.54,87887.55,7.76617
2025-12-31 16:29:00,87887.55,87947.09,87879.03,87924.21,12.39927
2025-12-31 16:30:00,87924.2,87937.08,87887.79,87922.9,11.04157
2025-12-31 16:31:00,87922.9,87938.54,87871.0,87871.0,7.51727
2025-12-31 16:32:00,87871.0,87879.5,87808.0,87817.98,11.47217
2025-12-31 16:33:00,87817.98,87889.99,87816.77,87857.05,10.05428
2025-12-31 16:34:00,87857.06,87866.24,87766.62,87776.3,25.14138
2025-12-31 16:35:00,87776.29,87776.3,87678.0,87707.82,45.29958
2025-12-31 16:36:00,87707.81,87758.0,87692.99,87693.0,24.56319
2025-12-31 16:37:00,87692.99,87760.0,87650.54,87759.99,32.99995
2025-12-31 16:38:00,87760.0,87799.42,87740.62,87764.4,30.28184
2025-12-31 16:39:00,87764.39,87792.27,87729.0,87792.23,35.67882
2025-12-31 16:40:00,87792.22,87792.22,87700.0,87700.01,36.10411
2025-12-31 16:41:00,87700.0,87735.38,87683.74,87690.25,24.01578
2025-12-31 16:42:00,87690.24,87690.24,87466.14,87471.99,153.59024
2025-12-31 16:43:00,87471.98,87536.0,87405.06,87433.56,68.29789
2025-12-31 16:44:00,87433.56,87507.99,87400.41,87459.84,28.37569
2025-12-31 16:45:00,87459.84,87517.83,87421.43,87517.83,16.43041
2025-12-31 16:46:00,87517.83,87543.52,87486.0,87501.45,14.67126
2025-12-31 16:47:00,87501.46,87543.52,87484.23,87536.08,12.08891
2025-12-31 16:48:00,87536.08,87570.63,87518.0,87538.54,37.77428
2025-12-31 16:49:00,87538.54,87555.26,87491.24,87495.66,13.45054
2025-12-31 16:50:00,87495.66,87563.67,87468.0,87563.66,19.37288
2025-12-31 16:51:00,87563.66,87574.96,87526.0,87526.01,7.15523
2025-12-31 16:52:00,87526.0,87596.73,87526.0,87541.51,6.7413
2025-12-31 16:53:00,87541.5,87594.75,87524.42,87594.75,18.72511
2025-12-31 16:54:00,87594.74,87609.27,87550.0,87551.2,22.74918
2025-12-31 16:55:00,87551.21,87572.51,87551.21,87553.13,8.20803
2025-12-31 16:56:00,87553.12,87639.97,87553.12,87639.97,10.7186
2025-12-31 16:57:00,87639.96,87650.99,87612.0,87650.99,13.8124
2025-12-31 16:58:00,87651.0,87686.76,87650.99,87686.76,17.53134
2025-12-31 16:59:00,87686.76,87694.53,87639.44,87656.98,12.51177
2025-12-31 17:00:00,87656.99,87656.99,87601.33,87622.31,10.85525
2025-12-31 17:01:00,87622.31,87648.59,87608.25,87608.25,11.98232
2025-12-31 17:02:00,87608.26,87675.63,87600.0,87673.43,14.5596
2025-12-31 17:03:00,87673.44,87682.0,87664.74,87670.26,5.36661
2025-12-31 17:04:00,87670.27,87670.27,87641.76,87654.9,11.89713
2025-12-31 17:05:00,87654.9,87672.9,87603.31,87603.31,14.22384
2025-12-31 17:06:00,87603.31,87603.33,87540.0,87579.94,16.66665
2025-12-31 17:07:00,87579.93,87600.0,87530.43,87539.18,5.81159
2025-12-31 17:08:00,87539.18,87550.27,87505.29,87535.8,9.15406
2025-12-31 17:09:00,87535.8,87535.82,87500.01,87500.01,13.91838
2025-12-31 17:10:00,87500.02,87535.97,87500.02,87529.42,12.66941
2025-12-31 17:11:00,87529.42,87529.42,87489.99,87514.33,18.72622
2025-12-31 17:12:00,87514.32,87553.13,87514.32,87530.25,30.18062
2025-12-31 17:13:00,87530.25,87535.88,87514.33,87517.34,7.88228
2025-12-31 17:14:00,87517.33,87530.0,87514.33,87529.99,6.23159
2025-12-31 17:15:00,87530.0,87540.12,87489.59,87515.37,15.79032
2025-12-31 17:16:00,87515.38,87554.0,87515.37,87553.99,24.44758
2025-12-31 17:17:00,87554.0,87636.86,87553.99,87636.85,19.05549
2025-12-31 17:18:00,87636.85,87689.63,87636.85,87682.2,12.3843
2025-12-31 17:19:00,87682.21,87741.99,87682.2,87723.38,10.08638
2025-12-31 17:20:00,87723.39,87723.39,87608.8,87608.81,17.05156
2025-12-31 17:21:00,87608.81,87650.0,87608.81,87626.9,13.59101
2025-12-31 17:22:00,87626.89,87634.96,87591.52,87591.53,13.08333
2025-12-31 17:23:00,87591.53,87615.51,87591.52,87610.01,10.67438
2025-12-31 17:24:00,87610.01,87610.01,87561.13,87561.76,15.60109
2025-12-31 17:25:00,87561.75,87628.17,87561.75,87614.66,17.04247
2025-12-31 17:26:00,87614.65,87663.24,87614.65,87650.01,8.07954
2025-12-31 17:27:00,87650.0,87680.48,87641.18,87680.45,18.33821
2025-12-31 17:28:00,87680.45,87680.45,87651.48,87652.38,12.04431
2025-12-31 17:29:00,87652.39,87663.23,87610.63,87610.63,6.29423
2025-12-31 17:30:00,87610.64,87635.86,87586.19,87586.19,14.22133
2025-12-31 17:31:00,87586.2,87624.0,87586.2,87599.18,11.3325
2025-12-31 17:32:00,87599.19,87649.18,87599.18,87632.35,8.38075
2025-12-31 17:33:00,87632.36,87668.43,87632.36,87668.31,4.00578
2025-12-31 17:34:00,87668.31,87668.32,87660.05,87661.69,6.56753
2025-12-31 17:35:00,87661.69,87661.69,87606.05,87606.05,5.20926
2025-12-31 17:36:00,87606.05,87660.02,87606.05,87618.0,16.79934
2025-12-31 17:37:00,87617.2,87634.96,87567.43,87567.44,8.18358
2025-12-31 17:38:00,87567.44,87588.02,87562.08,87584.41,14.40752
2025-12-31 17:39:00,87584.42,87600.0,87584.41,87592.12,7.45736
2025-12-31 17:40:00,87592.12,87606.09,87558.75,87558.75,6.75342
2025-12-31 17:41:00,87558.75,87591.45,87550.0,87591.45,9.71378
2025-12-31 17:42:00,87591.45,87600.0,87581.51,87599.98,7.29195
2025-12-31 17:43:00,87599.98,87611.13,87599.96,87611.12,5.54725
2025-12-31 17:44:00,87611.13,87623.15,87611.12,87622.97,8.03763
